label,grid,n_tokens,seed,condition,window,source,trial,target_quadrant,cue_quadrant,source_total_share,target_raw_total_quadrant_mass,cue_raw_total_quadrant_mass,target_raw_peak_patch,cue_raw_peak_patch,target_raw_peak_patch_uniform_ratio,cue_raw_peak_patch_uniform_ratio,target_conditional_total_quadrant_mass,cue_conditional_total_quadrant_mass,target_conditional_peak_patch,cue_conditional_peak_patch,target_conditional_peak_patch_uniform_ratio,cue_conditional_peak_patch_uniform_ratio,target_peak_patch_quadrant_share,cue_peak_patch_quadrant_share,target_within_quadrant_peak_ratio,cue_within_quadrant_peak_ratio,target_minus_cue_raw_total_mass,target_minus_other_raw_total_mass,target_minus_cue_raw_peak,target_minus_other_raw_peak,target_minus_cue_peak_share,target_minus_other_peak_share,target_argmax_raw_total,target_argmax_raw_peak
vda4_crossattn1_grid10x10_seed0,10x10,100,0,valid,frame5,visual,10,0,0,0.34516691514727427,0.0857802635000553,0.0857802635000553,0.006434863433241844,0.006434863433241844,1.2869726866483688,1.2869726866483688,0.2485182088308057,0.2485182088308057,0.01864275847671045,0.01864275847671045,1.864275847671045,1.864275847671045,0.23220856923571578,0.23220856923571578,1.8753916025327015,1.8753916025327015,0.0,-0.000681953715684358,0.0,-0.0006573712453246117,0.0,-0.02372190768571228,0,0
vda4_crossattn1_grid10x10_seed0,10x10,100,0,valid,frame5,visual,11,0,0,0.3468508271762403,0.08533380199514795,0.08533380199514795,0.006495011504739523,0.006495011504739523,1.2990023009479046,1.2990023009479046,0.2460245019158871,0.2460245019158871,0.018725662434240953,0.018725662434240953,1.8725662434240953,1.8725662434240953,0.2345359649851609,0.2345359649851609,1.9028249512159399,1.9028249512159399,0.0,-0.0018385397318828184,0.0,-0.0005709946465988951,0.0,-0.020618713353118795,0,0
vda4_crossattn1_grid10x10_seed0,10x10,100,0,valid,frame5,visual,12,0,0,0.3443897851757356,0.08557408113847487,0.08557408113847487,0.0063855890184640884,0.0063855890184640884,1.2771178036928177,1.2771178036928177,0.24848031161786066,0.24848031161786066,0.01854174918459223,0.01854174918459223,1.854174918459223,1.854174918459223,0.22620030704502891,0.22620030704502891,1.8655149238853677,1.8655149238853677,0.0,-0.0006978202072787099,0.0,-0.0008958140388131142,0.0,-0.031732923939961466,0,0
vda4_crossattn1_grid10x10_seed0,10x10,100,0,valid,frame5,visual,13,0,0,0.3464705000296817,0.08626542939600768,0.08626542939600768,0.006537922192364931,0.006537922192364931,1.3075844384729862,1.3075844384729862,0.2489834759052139,0.2489834759052139,0.01887006885666986,0.01887006885666986,1.887006885666986,1.887006885666986,0.2345183496103552,0.2345183496103552,1.8947109630533825,1.8947109630533825,0.0,-0.00046959414855034243,0.0,-0.0005754649949570494,0.0,-0.020642200519526394,0,0
vda4_crossattn1_grid10x10_seed0,10x10,100,0,valid,frame5,visual,14,0,0,0.34274744482536335,0.08540552575141191,0.08540552575141191,0.006453265435993671,0.006453265435993671,1.2906530871987343,1.2906530871987343,0.2491791756315725,0.2491791756315725,0.018828048271174534,0.018828048271174534,1.8828048271174533,1.8828048271174533,0.2353488713639611,0.2353488713639611,1.8890069990251734,1.8890069990251734,0.0,-0.00037511393990523334,0.0,-0.0005356452117363615,0.0,-0.019534838181385183,0,0
vda4_crossattn1_grid10x10_seed0,10x10,100,0,valid,frame5,visual,15,0,0,0.3540105791107635,0.08683390635269461,0.08683390635269461,0.006494543515145779,0.006494543515145779,1.2989087030291557,1.2989087030291557,0.24528619051671294,0.24528619051671294,0.01834561987231956,0.01834561987231956,1.834561987231956,1.834561987231956,0.22845828204652202,0.22845828204652202,1.8698178476408718,1.8698178476408718,0.0,-0.002224984566661689,0.0,-0.000816508661955595,0.0,-0.02872229060463727,0,0
vda4_crossattn1_grid10x10_seed0,10x10,100,0,valid,frame5,visual,16,0,0,0.347403292391391,0.08558345548226498,0.08558345548226498,0.006370818708091974,0.006370818708091974,1.2741637416183949,1.2741637416183949,0.246351883694427,0.246351883694427,0.0183383947349425,0.0183383947349425,1.83383947349425,1.83383947349425,0.22548634378439522,0.22548634378439522,1.860995992797979,1.860995992797979,0.0,-0.0016898234874436896,0.0,-0.000923467955241601,0.0,-0.032684874954139714,0,0
vda4_crossattn1_grid10x10_seed0,10x10,100,0,valid,frame5,visual,17,0,0,0.344697826243646,0.08832275507302256,0.08832275507302256,0.006397504359483719,0.006397504359483719,1.2795008718967438,1.2795008718967438,0.2562324109656339,0.2562324109656339,0.01855974674746487,0.01855974674746487,1.855974674746487,1.855974674746487,0.23385732488552025,0.23385732488552025,1.8108312954556436,1.8108312954556436,0.0,0.002864398016148087,0.0,-0.0005888082087039948,0.0,-0.02152356681930634,0,0
vda4_crossattn1_grid10x10_seed0,10x10,100,0,valid,frame5,visual,18,0,0,0.3463508815584646,0.08386942167999223,0.08386942167999223,0.006346352398395538,0.006346352398395538,1.2692704796791077,1.2692704796791077,0.24215160447291925,0.24215160447291925,0.018323476960240573,0.018323476960240573,1.8323476960240572,1.8323476960240572,0.22902209025680015,0.22902209025680015,1.8917360675891948,1.8917360675891948,0.0,-0.003624398279498564,0.0,-0.000775082192073266,0.0,-0.027970546324266488,0,0
vda4_crossattn1_grid10x10_seed0,10x10,100,0,valid,frame5,visual,19,0,0,0.34343263506889343,0.08357535461254884,0.08357535461254884,0.006358461454510689,0.006358461454510689,1.2716922909021378,1.2716922909021378,0.2433529783673104,0.2433529783673104,0.018514435744393265,0.018514435744393265,1.8514435744393265,1.8514435744393265,0.22908879624988532,0.22908879624988532,1.9020145005630542,1.9020145005630542,0.0,-0.003043738872899368,0.0,-0.0007738663504521055,0.0,-0.02788160500015291,0,0
vda4_crossattn1_grid10x10_seed0,10x10,100,0,valid,frame5,visual,20,0,0,0.34985120593046304,0.08664641076757107,0.08664641076757107,0.006451794411987066,0.006451794411987066,1.2903588823974133,1.2903588823974133,0.24766646305284723,0.24766646305284723,0.018441538295767473,0.018441538295767473,1.8441538295767472,1.8441538295767472,0.23161066123746898,0.23161066123746898,1.8615296221830815,1.8615296221830815,0.0,-0.0010885209533929158,0.0,-0.0006830096244812012,0.0,-0.024519118350041336,0,0
vda4_crossattn1_grid10x10_seed0,10x10,100,0,valid,frame5,visual,21,0,0,0.34928365374798886,0.09047692611056846,0.09047692611056846,0.006975337862968445,0.006975337862968445,1.395067572593689,1.395067572593689,0.25903567241039094,0.25903567241039094,0.019970410261458186,0.019970410261458186,1.9970410261458187,1.9970410261458187,0.24745865224871086,0.24745865224871086,1.9273803175088382,1.9273803175088382,0.0,0.004208016898094982,0.0,-9.551364928483963e-05,0.0,-0.003388463668385494,0,0
vda4_crossattn1_grid10x10_seed0,10x10,100,0,valid,frame5,visual,22,0,0,0.3430968186876271,0.08489627197559457,0.08489627197559457,0.0061996630392968655,0.0061996630392968655,1.239932607859373,1.239932607859373,0.2474411517434922,0.2474411517434922,0.018069718812931797,0.018069718812931797,1.8069718812931796,1.8069718812931796,0.23311539062786718,0.23311539062786718,1.8256582106099737,1.8256582106099737,0.0,-0.001170576928416267,0.0,-0.0005987243105967837,0.0,-0.022512812496177093,0,0
vda4_crossattn1_grid10x10_seed0,10x10,100,0,valid,frame5,visual,23,0,0,0.3435349905739713,0.08310768702358473,0.08310768702358473,0.006238970439881086,0.006238970439881086,1.2477940879762173,1.2477940879762173,0.24191913285086358,0.24191913285086358,0.018161091624050118,0.018161091624050118,1.8161091624050119,1.8161091624050119,0.22727494328850154,0.22727494328850154,1.876772974716093,1.876772974716093,0.0,-0.0037014141598774586,0.0,-0.00083177350461483,0.0,-0.030300075615331296,0,0
vda4_crossattn1_grid10x10_seed0,10x10,100,0,valid,frame5,visual,24,0,0,0.34389098556130193,0.08533637161599472,0.08533637161599472,0.006365068722516298,0.006365068722516298,1.2730137445032597,1.2730137445032597,0.24814948689832023,0.24814948689832023,0.018508972289945826,0.018508972289945826,1.8508972289945826,1.8508972289945826,0.23251615613511611,0.23251615613511611,1.8646998348952781,1.8646998348952781,0.0,-0.0008484996991076771,0.0,-0.0006381541800995665,0.0,-0.023311791819845162,0,0
