label,feedback,grid,n_tokens,seed,condition,window,metric,n_trials,mean,ci95_low,ci95_high,interval_unit,interval_method
vda4_affine_ew_grid10x10_seed0,affine_ew,10x10,100,0,valid,frames5_6_mean,target_minus_cue_peak_share,128,0.0,0.0,0.0,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid10x10_seed0,affine_ew,10x10,100,0,valid,frames5_6_mean,target_minus_other_peak_share,128,0.8120831504170316,0.7944828555436143,0.8288402488958038,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid10x10_seed0,affine_ew,10x10,100,0,valid,frames5_6_mean,target_argmax_total,128,1.0,1.0,1.0,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid10x10_seed0,affine_ew,10x10,100,0,valid,frames5_6_mean,target_argmax_peak,128,1.0,1.0,1.0,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame5,target_total_quadrant_mass,128,0.7570864767767489,0.7387040325556882,0.7745534829678945,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame5,cue_total_quadrant_mass,128,0.08470984833547845,0.07214934578714746,0.09856540102227881,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame5,target_mean_patch_mass,128,0.7570864767767489,0.7387537129572592,0.7750066946086008,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame5,cue_mean_patch_mass,128,0.08470984833547845,0.07213650045159739,0.09864207579430513,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame5,target_peak_patch_raw,128,0.7570864767767489,0.7383323182875756,0.7751052487292327,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame5,cue_peak_patch_raw,128,0.08470984833547845,0.07197978209842404,0.09913389383673347,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame5,target_peak_patch_uniform_ratio,128,3.0283459071069956,2.952199328923598,3.1003502575214954,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame5,cue_peak_patch_uniform_ratio,128,0.3388393933419138,0.2894149822262989,0.39488082082534676,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame5,target_peak_patch_quadrant_share,128,0.7570864752144945,0.7386564327500077,0.774998723674998,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame5,cue_peak_patch_quadrant_share,128,0.08470984846295018,0.0724329118325319,0.09854530386396396,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame5,target_within_quadrant_peak_ratio,128,1.0,1.0,1.0,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame5,cue_within_quadrant_peak_ratio,128,1.0,1.0,1.0,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame5,target_minus_cue_total_mass,128,0.6723766284412704,0.6422246030402675,0.7003896466636433,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame5,target_minus_other_total_mass,128,0.6761153018621068,0.6507150489223477,0.70010888620421,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame5,target_minus_cue_peak_share,128,0.6723766267515443,0.6420898554149351,0.7006191087873598,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame5,target_minus_other_peak_share,128,0.6761153002859928,0.6509746351375232,0.7000460807135339,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame5,target_argmax_total,128,0.984375,0.9609375,1.0,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame5,target_argmax_peak,128,0.984375,0.9609375,1.0,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame6,target_total_quadrant_mass,128,0.6881691934540868,0.6682246752025094,0.7072149721090681,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame6,cue_total_quadrant_mass,128,0.07469207722351712,0.06305948775129763,0.08742920013769434,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame6,target_mean_patch_mass,128,0.6881691934540868,0.6678397897281684,0.7069791876652743,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame6,cue_mean_patch_mass,128,0.07469207722351712,0.0631461138134,0.08708460801553883,held-out trials,percentile bootstrap (10000 draws)
vda4_affine_ew_grid2x2_seed0,affine_ew,2x2,4,0,invalid,frame6,target_peak_patch_raw,128,0.6881691934540868,0.6670895819668659,0.7074140210344921,held-out trials,percentile bootstrap (10000 draws)
